Event,Timestamp,Result,Type,Pass Outcome,Shot outcome,Pressure,Player Name,Shirt Number,Team Name,Start Position X,Start Position Y,Foot used,Receiver Name,Receiver Shirt Number,End Position X,End Position Y,Defensive Action,Side,Distribution,Goal Location,Booking,Game_State,length_x,length_y,length_euclidean,angle_degrees,direction
Pass,01:16:20:890,Unsuccessful,Throw-in,-,-,Low,Luc Lombo,18,Den Bosch O17,68,96,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Off-side,01:16:20:930,-,-,-,-,-,Sufyan van Daalen,10,Den Bosch O17,78,80,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:16:28:390,Successful,Basic,-,-,Low,Glenn,15,Helmond Sport O17,91,89,-,Nasim,23,96,70,-,-,-,-,-,-,5,-19,20,-75.3,lateral
Pass,01:16:30:140,Successful,Basic,-,-,Low,Nasim,23,Helmond Sport O17,95,69,-,Glenn,15,94,88,-,-,-,-,-,-,-1,19,19,93.0,lateral
Pass,01:16:32:560,Unsuccessful,Basic,-,-,High,Glenn,15,Helmond Sport O17,94,90,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:16:32:770,Unsuccessful,-,-,-,-,Oscar Li,17,Den Bosch O17,92,90,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:16:38:250,Successful,Throw-in,-,-,Low,Kaan,5,Helmond Sport O17,78,95,-,Chevez,10,72,83,-,-,-,-,-,-,-6,-12,13,-116.6,lateral
Pass,01:16:40:860,Successful,Basic,-,-,High,Chevez,10,Helmond Sport O17,74,86,-,Kaan,5,72,95,-,-,-,-,-,-,-2,9,9,102.5,lateral
Pass,01:16:41:660,Unsuccessful,Basic,-,-,High,Kaan,5,Helmond Sport O17,72,94,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:16:45:330,Successful,Cross,Key,-,High,Rayaan Lakbibchi,8,Den Bosch O17,56,65,-,Thijs Mendonca,22,89,28,-,-,-,-,-,-,33,-37,50,-48.3,lateral
Penalty Box Entries,01:16:49:330,-,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,89,29,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Shots,01:16:50:830,Blocked,In Game,-,No Goal,High,Thijs Mendonca,22,Den Bosch O17,95,35,Right Foot,-,-,-,-,-,-,-,Bottom-left,-,-,,,,,
Defensive Action,01:16:50:990,Successful,-,-,-,-,Abdoul,2,Helmond Sport O17,97,39,-,-,-,-,-,Blocks,-,-,-,-,-,,,,,
Dribbles,01:16:54:120,Successful,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,93,27,-,-,-,92,29,-,-,-,-,-,-,-1,2,2,116.6,lateral
Defensive Action,01:16:56:690,Successful,-,-,-,-,Elvi,9,Helmond Sport O17,89,23,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:16:56:800,Successful,Basic,-,-,High,Elvi,9,Helmond Sport O17,88,25,-,Jorg,3,90,29,-,-,-,-,-,-,2,4,4,63.4,lateral
Pass,01:16:59:340,Successful,Basic,-,-,High,Jorg,3,Helmond Sport O17,91,25,-,Abdoul,2,84,8,-,-,-,-,-,-,-7,-17,18,-112.4,lateral
Pass,01:17:05:530,Successful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,85,11,-,Nasim,23,96,36,-,-,-,-,-,-,11,25,27,66.3,lateral
Pass,01:17:08:240,Unsuccessful,Basic,-,-,High,Nasim,23,Helmond Sport O17,94,41,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:17:11:260,Successful,Basic,Key,-,Medium,Arend Wijnalda,6,Den Bosch O17,68,43,-,Rayaan Lakbibchi,8,74,37,-,-,-,-,-,-,6,-6,8,-45.0,forward
Attacking Third Entry,01:17:13:040,-,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,74,37,-,-,-,-,-,-,Center,-,-,-,-,,,,,
Shots,01:17:13:080,Off Target,In Game,-,No Goal,High,Rayaan Lakbibchi,8,Den Bosch O17,74,37,Left Foot,-,-,-,-,-,-,-,Bottom-right,-,-,,,,,
Gk Distribution,01:17:38:990,Successful,-,-,-,-,Nasim,23,Helmond Sport O17,96,51,-,Glenn,15,95,79,-,-,Kick,-,-,-,,,,,
Pass,01:17:43:550,Unsuccessful,Basic,-,-,High,Glenn,15,Helmond Sport O17,91,86,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:17:45:110,Successful,-,-,-,-,Luc Lombo,18,Den Bosch O17,60,82,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:17:47:880,Successful,Basic,-,-,High,Luc Lombo,18,Den Bosch O17,64,62,-,Rayaan Lakbibchi,8,75,60,-,-,-,-,-,-,11,-2,11,-10.3,forward
Attacking Third Entry,01:17:48:820,-,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,75,60,-,-,-,-,-,-,Center,-,-,-,-,,,,,
Pass,01:17:49:960,Unsuccessful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,73,59,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Gk Distribution,01:17:59:020,Successful,-,-,-,-,Nasim,23,Helmond Sport O17,89,53,-,Jorg,3,89,25,-,-,Throw,-,-,-,,,,,
Pass,01:18:02:320,Successful,Basic,-,-,High,Jorg,3,Helmond Sport O17,83,14,-,Elvi,9,64,10,-,-,-,-,-,-,-19,-4,19,-168.1,backward
Pass,01:18:05:380,Unsuccessful,Basic,-,-,High,Elvi,9,Helmond Sport O17,63,15,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:18:08:220,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,60,13,-,Hassan Mustafa,20,65,14,-,-,-,-,-,-,5,1,5,11.3,forward
Pass,01:18:10:270,Unsuccessful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,67,10,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:18:10:760,Successful,-,-,-,-,Abdoul,2,Helmond Sport O17,67,4,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:18:11:410,Unsuccessful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,68,7,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:18:28:770,Unsuccessful,Throw-in,-,-,Low,Hassan Mustafa,20,Den Bosch O17,67,4,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:18:29:790,Successful,-,-,-,-,Abdoul,2,Helmond Sport O17,71,10,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:18:31:250,Successful,Basic,-,-,High,Sufyan van Daalen,10,Den Bosch O17,66,4,-,Hassan Mustafa,20,62,5,-,-,-,-,-,-,-4,1,4,166.0,backward
Pass,01:18:33:020,Successful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,60,8,-,Seger van Geene,33,55,18,-,-,-,-,-,-,-5,10,11,116.6,lateral
Pass,01:18:38:820,Successful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,55,50,-,Oscar Li,17,67,63,-,-,-,-,-,-,12,13,18,47.3,lateral
Lost Possession,01:18:40:340,-,-,-,-,-,Oscar Li,17,Den Bosch O17,68,63,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:18:40:540,Unsuccessful,Basic,-,-,High,Kaan,5,Helmond Sport O17,69,65,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:18:42:470,Successful,Basic,-,-,High,Luc Lombo,18,Den Bosch O17,52,69,-,Rayaan Lakbibchi,8,55,48,-,-,-,-,-,-,3,-21,21,-81.9,lateral
Pass,01:18:44:860,Successful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,48,56,-,Seger van Geene,33,35,39,-,-,-,-,-,-,-13,-17,21,-127.4,lateral
Pass,01:18:47:320,Successful,Basic,-,-,Medium,Seger van Geene,33,Den Bosch O17,34,38,-,Huib Alberts,15,39,26,-,-,-,-,-,-,5,-12,13,-67.4,lateral
Pass,01:18:50:280,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,36,28,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Dribbles,01:18:53:560,Successful,-,-,-,-,Rayen B.,22,Helmond Sport O17,36,58,-,-,-,35,54,-,-,-,-,-,-,-1,-4,4,-104.0,lateral
Pass,01:18:56:270,Unsuccessful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,36,23,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:19:02:210,Successful,Basic,-,-,High,Hassan Mustafa,20,Den Bosch O17,56,32,-,Thijs Mendonca,22,68,16,-,-,-,-,-,-,12,-16,20,-53.1,lateral
Attacking Third Entry,01:19:03:870,-,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,70,15,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Penalty Box Entries,01:19:06:910,-,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,84,26,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Defensive Action,01:19:07:230,Successful,-,-,-,-,Jorg,3,Helmond Sport O17,87,27,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:26:47:040,Unsuccessful,Basic,-,-,Low,Jorg,3,Helmond Sport O17,72,25,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:26:54:220,Successful,Basic,-,-,Low,Kenji Viveen,16,Den Bosch O17,22,28,-,Seger van Geene,33,23,71,-,-,-,-,-,-,1,43,43,88.7,lateral
Pass,01:26:57:770,Unsuccessful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,27,69,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:26:59:720,Unsuccessful,Basic,-,-,High,Kaan,5,Helmond Sport O17,62,86,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Dribbles,01:27:02:550,Successful,-,-,-,-,Keyane Ait Bahmad,14,Den Bosch O17,45,77,-,-,-,44,80,-,-,-,-,-,-,-1,3,3,108.4,lateral
Defensive Action,01:27:03:560,Successful,-,-,-,-,Kaan,5,Helmond Sport O17,51,73,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:27:03:610,Unsuccessful,Basic,-,-,High,Kaan,5,Helmond Sport O17,51,73,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:27:04:750,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,40,63,-,Rayaan Lakbibchi,8,45,53,-,-,-,-,-,-,5,-10,11,-63.4,lateral
Pass,01:27:06:720,Unsuccessful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,46,49,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Duel,01:27:09:310,Lost,Ground,-,-,-,Abdoul,2,Helmond Sport O17,70,20,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:27:09:330,Lost,Ground,-,-,-,Thijs Mendonca,22,Den Bosch O17,70,21,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:27:09:370,Unsuccessful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,71,21,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:27:26:920,Successful,Throw-in,-,-,Low,Thijs Mendonca,22,Den Bosch O17,60,2,-,Sufyan van Daalen,10,66,10,-,-,-,-,-,-,6,8,10,53.1,lateral
Defensive Action,01:27:28:700,Successful,-,-,-,-,Elvi,9,Helmond Sport O17,70,11,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:27:30:220,Unsuccessful,Basic,-,-,High,Elvi,9,Helmond Sport O17,65,11,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Substitute,01:27:42:970,-,Injury,-,-,-,Hassan Mustafa,20,Den Bosch O17,58,93,-,Senn Talakua,2,-,-,-,-,-,-,-,-,,,,,
Pass,01:28:03:640,Unsuccessful,Throw-in,-,-,Low,Senn Talakua,2,Den Bosch O17,57,4,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:28:04:560,Successful,-,-,-,-,Elvi,9,Helmond Sport O17,63,7,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:28:09:160,Unsuccessful,Basic,-,-,High,Chevez,10,Helmond Sport O17,53,6,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:28:10:470,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,43,5,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:28:25:640,Successful,Throw-in,-,-,Low,Abdoul,2,Helmond Sport O17,56,4,-,Jorg,3,67,6,-,-,-,-,-,-,11,2,11,10.3,forward
Pass,01:28:26:480,Unsuccessful,Basic,-,-,High,Jorg,3,Helmond Sport O17,67,5,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:28:34:000,Successful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,67,4,-,Sufyan van Daalen,10,74,13,-,-,-,-,-,-,7,9,11,52.1,lateral
Pass,01:28:36:020,Successful,Basic,-,-,High,Sufyan van Daalen,10,Den Bosch O17,71,15,-,Rayaan Lakbibchi,8,64,19,-,-,-,-,-,-,-7,4,8,150.3,backward
Off-side,01:28:38:780,-,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,72,9,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:28:47:030,Successful,Basic,-,-,Low,Abdoul,2,Helmond Sport O17,82,8,-,Elvi,9,71,9,-,-,-,-,-,-,-11,1,11,174.8,backward
Pass,01:28:53:570,Successful,Basic,-,-,Medium,Elvi,9,Helmond Sport O17,65,21,-,Glenn,15,76,50,-,-,-,-,-,-,11,29,31,69.2,lateral
Pass,01:28:56:520,Successful,Basic,-,-,Medium,Glenn,15,Helmond Sport O17,75,50,-,Jorg,3,77,27,-,-,-,-,-,-,2,-23,23,-85.0,lateral
Pass,01:29:00:120,Successful,Basic,-,-,High,Jorg,3,Helmond Sport O17,72,26,-,Rayen S.,6,65,23,-,-,-,-,-,-,-7,-3,8,-156.8,backward
Pass,01:29:02:360,Successful,Basic,-,-,High,Rayen S.,6,Helmond Sport O17,69,21,-,Abdoul,2,68,4,-,-,-,-,-,-,-1,-17,17,-93.4,lateral
Pass,01:29:06:210,Unsuccessful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,67,4,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:29:08:450,Successful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,47,4,-,Arend Wijnalda,6,42,15,-,-,-,-,-,-,-5,11,12,114.4,lateral
Pass,01:29:14:310,Successful,Basic,-,-,Medium,Arend Wijnalda,6,Den Bosch O17,43,49,-,Seger van Geene,33,38,69,-,-,-,-,-,-,-5,20,21,104.0,lateral
Pass,01:29:17:620,Unsuccessful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,37,73,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Substitute,01:29:36:340,-,Tactical,-,-,-,Kenji Viveen,16,Den Bosch O17,53,96,-,Keano Verdouw,1,-,-,-,-,-,-,-,-,,,,,
Substitute,01:29:36:790,-,Tactical,-,-,-,Keyane Ait Bahmad,14,Den Bosch O17,54,95,-,Louis Damen,9,-,-,-,-,-,-,-,-,,,,,
Substitute,01:29:37:470,-,Tactical,-,-,-,Sufyan van Daalen,10,Den Bosch O17,54,95,-,Hamza Ouzebine,11,-,-,-,-,-,-,-,-,,,,,
Pass,01:29:48:230,Successful,Throw-in,-,-,Low,Luc Lombo,18,Den Bosch O17,59,95,-,Louis Damen,9,73,86,-,-,-,-,-,-,14,-9,17,-32.7,forward
Duel,01:29:49:540,Won,Ground,-,-,-,Louis Damen,9,Den Bosch O17,74,86,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:29:49:580,Lost,Ground,-,-,-,Glenn,15,Helmond Sport O17,74,87,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:29:49:620,Unsuccessful,Basic,-,-,High,Louis Damen,9,Den Bosch O17,74,86,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:29:50:470,Successful,-,-,-,-,Kaan,5,Helmond Sport O17,76,90,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:29:50:510,Successful,Basic,-,-,High,Kaan,5,Helmond Sport O17,75,90,-,Dean,19,56,74,-,-,-,-,-,-,-19,-16,25,-139.9,backward
Pass,01:29:53:480,Successful,Basic,-,-,Medium,Dean,19,Helmond Sport O17,55,73,-,Kaan,5,65,87,-,-,-,-,-,-,10,14,17,54.5,lateral
Pass,01:29:55:580,Successful,Basic,-,-,Medium,Kaan,5,Helmond Sport O17,63,86,-,Elvi,9,40,37,-,-,-,-,-,-,-23,-49,54,-115.1,lateral
Pass,01:30:02:360,Unsuccessful,Basic,-,-,High,Elvi,9,Helmond Sport O17,37,40,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:30:03:510,Successful,-,-,-,-,Luc Lombo,18,Den Bosch O17,24,62,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Duel,01:30:05:280,Won,Ground,-,-,-,Rayen S.,6,Helmond Sport O17,35,64,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:30:05:320,Lost,Ground,-,-,-,Huib Alberts,15,Den Bosch O17,34,64,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:30:05:360,Unsuccessful,Basic,-,-,High,Rayen S.,6,Helmond Sport O17,34,65,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:30:08:010,Successful,Basic,-,-,High,Arend Wijnalda,6,Den Bosch O17,32,73,-,Oscar Li,17,26,81,-,-,-,-,-,-,-6,8,10,126.9,lateral
Pass,01:30:09:720,Successful,Basic,-,-,Medium,Oscar Li,17,Den Bosch O17,26,74,-,Keano Verdouw,1,6,48,-,-,-,-,-,-,-20,-26,33,-127.6,lateral
Pass,01:30:13:270,Successful,Basic,-,-,Medium,Keano Verdouw,1,Den Bosch O17,8,43,-,Senn Talakua,2,31,11,-,-,-,-,-,-,23,-32,39,-54.3,lateral
Pass,01:30:17:920,Successful,Basic,-,-,High,Senn Talakua,2,Den Bosch O17,31,12,-,Keano Verdouw,1,2,26,-,-,-,-,-,-,-29,14,32,154.2,backward
Pass,01:30:22:540,Unsuccessful,Basic,-,-,High,Keano Verdouw,1,Den Bosch O17,5,22,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:30:25:190,Successful,-,-,-,-,Jorg,3,Helmond Sport O17,42,30,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:30:29:360,Successful,Basic,-,-,High,Elvi,9,Helmond Sport O17,36,18,-,Rubens,8,32,28,-,-,-,-,-,-,-4,10,11,111.8,lateral
Pass,01:30:31:800,Successful,Basic,-,-,High,Rubens,8,Helmond Sport O17,32,32,-,Rayen S.,6,36,39,-,-,-,-,-,-,4,7,8,60.3,lateral
Pass,01:30:34:900,Successful,Basic,-,-,High,Rayen S.,6,Helmond Sport O17,38,37,-,Jorg,3,46,27,-,-,-,-,-,-,8,-10,13,-51.3,lateral
Pass,01:30:35:860,Successful,Basic,-,-,High,Jorg,3,Helmond Sport O17,45,27,-,Glenn,15,52,50,-,-,-,-,-,-,7,23,24,73.1,lateral
Pass,01:30:39:690,Successful,Basic,-,-,High,Glenn,15,Helmond Sport O17,48,58,-,Kaan,5,34,92,-,-,-,-,-,-,-14,34,37,112.4,lateral
Attacking Third Entry,01:30:42:860,-,-,-,-,-,Kaan,5,Helmond Sport O17,30,92,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Defensive Action,01:30:44:460,Successful,-,-,-,-,Luc Lombo,18,Den Bosch O17,18,87,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:30:46:830,Unsuccessful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,11,87,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:30:46:890,Unsuccessful,-,-,-,-,Kaan,5,Helmond Sport O17,11,90,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:30:53:250,Successful,Throw-in,-,-,Low,Oscar Li,17,Den Bosch O17,15,95,-,Louis Damen,9,28,85,-,-,-,-,-,-,13,-10,16,-37.6,forward
Pass,01:30:56:010,Unsuccessful,Basic,-,-,High,Louis Damen,9,Den Bosch O17,27,85,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:30:57:170,Unsuccessful,Basic,-,-,High,Rubens,8,Helmond Sport O17,31,73,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:30:59:620,Successful,Basic,-,-,High,Hamza Ouzebine,11,Den Bosch O17,32,52,-,Senn Talakua,2,24,29,-,-,-,-,-,-,-8,-23,24,-109.2,lateral
Pass,01:31:02:970,Successful,Basic,-,-,High,Senn Talakua,2,Den Bosch O17,24,28,-,Louis Damen,9,53,69,-,-,-,-,-,-,29,41,50,54.7,lateral
Pass,01:31:06:650,Unsuccessful,Basic,-,-,High,Louis Damen,9,Den Bosch O17,53,76,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:31:22:790,Successful,Throw-in,-,-,Low,Kaan,5,Helmond Sport O17,75,96,-,Rubens,8,72,81,-,-,-,-,-,-,-3,-15,15,-101.3,lateral
Pass,01:31:24:800,Successful,Basic,-,-,High,Rubens,8,Helmond Sport O17,70,83,-,Rayen B.,22,65,95,-,-,-,-,-,-,-5,12,13,112.6,lateral
Foul,01:31:28:800,-,-,-,-,-,Hamza Ouzebine,11,Den Bosch O17,69,84,-,Rayen B.,22,-,-,-,-,-,-,-,-,,,,,
Freekick,01:31:37:400,Successful,Pass,-,-,-,Rayen S.,6,Helmond Sport O17,70,83,-,Jorg,3,72,51,-,-,-,-,-,-,,,,,
Pass,01:31:37:440,Successful,Basic,-,-,Low,Rayen S.,6,Helmond Sport O17,70,82,-,Jorg,3,72,51,-,-,-,-,-,-,2,-31,31,-86.3,lateral
Pass,01:31:41:040,Successful,Basic,-,-,Medium,Jorg,3,Helmond Sport O17,70,43,-,Elvi,9,44,16,-,-,-,-,-,-,-26,-27,37,-133.9,lateral
Lost Possession,01:31:44:720,-,-,-,-,-,Elvi,9,Helmond Sport O17,44,17,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:31:51:920,Unsuccessful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,53,39,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:31:53:100,Successful,-,-,-,-,Rubens,8,Helmond Sport O17,61,36,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Duel,01:31:54:140,Won,Ground,-,-,-,Jorg,3,Helmond Sport O17,65,36,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:31:54:180,Lost,Ground,-,-,-,Louis Damen,9,Den Bosch O17,65,37,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:31:54:220,Successful,Basic,-,-,High,Jorg,3,Helmond Sport O17,65,37,-,Chevez,10,44,19,-,-,-,-,-,-,-21,-18,28,-139.4,backward
Pass,01:31:58:620,Unsuccessful,Basic,-,-,High,Chevez,10,Helmond Sport O17,46,31,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:31:59:740,Successful,-,-,-,-,Luc Lombo,18,Den Bosch O17,34,52,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Duel,01:32:01:590,Won,Ground,-,-,-,Luc Lombo,18,Den Bosch O17,36,53,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:32:01:630,Lost,Ground,-,-,-,Rubens,8,Helmond Sport O17,36,53,-,-,-,-,-,-,-,-,-,-,-,,,,,
Defensive Action,01:32:02:790,Unsuccessful,-,-,-,-,Chevez,10,Helmond Sport O17,37,40,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:32:03:810,Successful,Basic,-,-,High,Luc Lombo,18,Den Bosch O17,38,35,-,Senn Talakua,2,26,22,-,-,-,-,-,-,-12,-13,18,-132.7,lateral
Pass,01:32:05:840,Successful,Basic,-,-,Medium,Senn Talakua,2,Den Bosch O17,26,23,-,Keano Verdouw,1,11,42,-,-,-,-,-,-,-15,19,24,128.3,lateral
Pass,01:32:11:590,Successful,Basic,-,-,High,Keano Verdouw,1,Den Bosch O17,13,44,-,Louis Damen,9,41,12,-,-,-,-,-,-,28,-32,43,-48.8,lateral
Pass,01:32:13:960,Unsuccessful,Basic,-,-,High,Louis Damen,9,Den Bosch O17,41,11,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:32:19:430,Unsuccessful,Basic,-,-,High,Jorg,3,Helmond Sport O17,62,8,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:32:20:030,Successful,-,-,-,-,Louis Damen,9,Den Bosch O17,56,7,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Attacking Third Entry,01:32:24:640,-,-,-,-,-,Louis Damen,9,Den Bosch O17,72,4,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Pass,01:32:26:170,Unsuccessful,Cross,-,-,Medium,Louis Damen,9,Den Bosch O17,87,15,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:32:27:740,Unsuccessful,Basic,-,-,High,Glenn,15,Helmond Sport O17,91,33,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:32:50:230,Successful,Throw-in,-,-,Low,Thijs Mendonca,22,Den Bosch O17,87,3,-,Rayaan Lakbibchi,8,86,14,-,-,-,-,-,-,-1,11,11,95.2,lateral
Defensive Action,01:32:52:780,Successful,-,-,-,-,Elvi,9,Helmond Sport O17,88,12,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Foul,01:32:53:190,-,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,88,13,-,Elvi,9,-,-,-,-,-,-,-,-,,,,,
Freekick,01:33:03:060,Successful,Pass,-,-,-,Jorg,3,Helmond Sport O17,86,10,-,Glenn,15,88,59,-,-,-,-,-,-,,,,,
Pass,01:33:03:100,Successful,Basic,-,-,Low,Jorg,3,Helmond Sport O17,86,9,-,Glenn,15,88,59,-,-,-,-,-,-,2,50,50,87.7,lateral
Pass,01:33:08:500,Unsuccessful,Basic,-,-,High,Glenn,15,Helmond Sport O17,80,65,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:33:10:060,Successful,-,-,-,-,Seger van Geene,33,Den Bosch O17,43,60,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:33:10:140,Successful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,44,61,-,Arend Wijnalda,6,53,39,-,-,-,-,-,-,9,-22,24,-67.8,lateral
Pass,01:33:12:920,Successful,Basic,-,-,High,Arend Wijnalda,6,Den Bosch O17,47,43,-,Huib Alberts,15,34,39,-,-,-,-,-,-,-13,-4,14,-162.9,backward
