Event,Timestamp,Result,Type,Pass Outcome,Shot outcome,Pressure,Player Name,Shirt Number,Team Name,Start Position X,Start Position Y,Foot used,Receiver Name,Receiver Shirt Number,End Position X,End Position Y,Defensive Action,Side,Distribution,Goal Location,Booking,Game_State
Foul,00:23:07:920,-,-,-,-,-,Remiyan,9,FC Emmen O19,93,89,-,Dax Keller,4,-,-,-,-,-,-,-,-
Booking,00:23:12:380,-,-,-,-,-,Remiyan,9,FC Emmen O19,93,88,-,-,-,-,-,-,-,-,-,Yellow Card,-
Freekick,00:23:52:810,Successful,Pass,-,-,-,Dax Keller,4,AFC O19,93,88,-,Storm Huijsman,20,95,63,-,-,-,-,-,-
Pass,00:23:52:850,Successful,Basic,-,-,Low,Dax Keller,4,AFC O19,93,88,-,Storm Huijsman,20,95,63,-,-,-,-,-,-
Pass,00:23:59:200,Unsuccessful,Basic,-,-,High,Storm Huijsman,20,AFC O19,93,51,-,-,-,-,-,-,-,-,-,-,-
Pass,00:24:02:410,Unsuccessful,Basic,-,-,High,Enzo,5,FC Emmen O19,40,31,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:24:04:530,Successful,-,-,-,-,Milan Engelander,10,AFC O19,44,56,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:24:04:700,Unsuccessful,Basic,-,-,High,Milan Engelander,10,AFC O19,44,56,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:24:05:640,Successful,-,-,-,-,Enzo,5,FC Emmen O19,29,25,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:24:07:400,Successful,Basic,-,-,High,Jahmani Braham,17,AFC O19,43,31,-,Mohamed el Khallare,7,32,14,-,-,-,-,-,-
Duel,00:24:08:750,Won,Ground,-,-,-,Mohamed el Khallare,7,AFC O19,32,13,-,-,-,-,-,-,-,-,-,-,-
Duel,00:24:08:790,Lost,Ground,-,-,-,Enzo,5,FC Emmen O19,32,13,-,-,-,-,-,-,-,-,-,-,-
Pass,00:24:14:140,Successful,Basic,-,-,Medium,Mohamed el Khallare,7,AFC O19,51,4,-,Prio Hamid,3,72,18,-,-,-,-,-,-
Pass,00:24:17:660,Successful,Basic,-,-,High,Prio Hamid,3,AFC O19,77,27,-,Storm Huijsman,20,94,53,-,-,-,-,-,-
Pass,00:24:21:760,Successful,Basic,-,-,Medium,Storm Huijsman,20,AFC O19,94,53,-,Prio Hamid,3,90,23,-,-,-,-,-,-
Pass,00:24:26:710,Successful,Basic,-,-,High,Prio Hamid,3,AFC O19,75,18,-,Nicolai de Kort,15,72,29,-,-,-,-,-,-
Pass,00:24:28:990,Successful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,70,33,-,Rody Schouren,19,23,93,-,-,-,-,-,-
Attacking Third Entry,00:24:32:350,-,-,-,-,-,Rody Schouren,19,AFC O19,23,93,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:24:35:610,Successful,Basic,-,-,High,Rody Schouren,19,AFC O19,23,76,-,Jahmani Braham,17,18,75,-,-,-,-,-,-
Pass,00:24:36:760,Successful,Basic,-,-,High,Jahmani Braham,17,AFC O19,18,78,-,Rody Schouren,19,12,70,-,-,-,-,-,-
Penalty Box Entries,00:24:38:440,-,-,-,-,-,Rody Schouren,19,AFC O19,12,69,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:24:40:650,Successful,Basic,-,-,High,Rody Schouren,19,AFC O19,4,85,-,Jahmani Braham,17,10,83,-,-,-,-,-,-
Pass,00:24:45:920,Successful,Basic,-,-,High,Jahmani Braham,17,AFC O19,11,83,-,Rody Schouren,19,2,90,-,-,-,-,-,-
Pass,00:24:48:220,Successful,Cross,-,-,Medium,Rody Schouren,19,AFC O19,2,90,-,Noach Shenkman,6,13,53,-,-,-,-,-,-
Penalty Box Entries,00:24:50:460,-,-,-,-,-,Noach Shenkman,6,AFC O19,13,53,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:24:50:500,Successful,Basic,-,-,High,Noach Shenkman,6,AFC O19,13,53,-,Pharell Dankwa,2,17,30,-,-,-,-,-,-
Pass,00:24:52:770,Successful,Basic,-,-,Medium,Pharell Dankwa,2,AFC O19,17,31,-,Milan Engelander,10,25,39,-,-,-,-,-,-
Foul,00:24:55:590,-,-,-,-,-,Amine,6,FC Emmen O19,22,25,-,Milan Engelander,10,-,-,-,-,-,-,-,-
Freekick,00:25:27:810,On Target,Shot,-,-,-,Mohamed el Khallare,7,AFC O19,22,25,-,-,-,-,-,-,-,-,-,-,-
Shots,00:25:27:850,On Target,After Free Kick,-,No Goal,Low,Mohamed el Khallare,7,AFC O19,22,25,Right Foot,-,-,-,-,-,-,-,Top-right,-,-
Gk Saves,00:25:28:790,-,High Saves,-,-,-,Kevin,1,FC Emmen O19,2,46,-,-,-,-,-,-,-,-,-,-,-
Corners,00:26:14:420,Unsuccessful,Cross,-,-,-,Mohamed el Khallare,7,AFC O19,2,2,-,-,-,-,-,-,Right Corner,-,-,-,-
Defensive Action,00:26:15:660,Successful,-,-,-,-,Raff,3,FC Emmen O19,6,42,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:26:17:010,Unsuccessful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,13,51,-,-,-,-,-,-,-,-,-,-,-
Pass,00:26:19:660,Unsuccessful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,19,62,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:26:20:910,Successful,-,-,-,-,Diaz Baars,5,AFC O19,26,77,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:26:36:050,Successful,Throw-in,-,-,Low,Ilias,2,FC Emmen O19,25,95,-,D' Angelo,12,33,85,-,-,-,-,-,-
Pass,00:26:36:660,Successful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,33,85,-,Ilias,2,27,96,-,-,-,-,-,-
Pass,00:26:39:370,Successful,Basic,-,-,High,Ilias,2,FC Emmen O19,25,91,-,David,4,17,90,-,-,-,-,-,-
Pass,00:26:40:560,Unsuccessful,Basic,-,-,High,David,4,FC Emmen O19,17,91,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:26:42:500,Successful,-,-,-,-,Diaz Baars,5,AFC O19,41,82,-,-,-,-,-,Interception,-,-,-,-,-
Duel,00:26:42:540,Won,Air,-,-,-,Diaz Baars,5,AFC O19,41,82,-,-,-,-,-,-,-,-,-,-,-
Duel,00:26:42:580,Lost,Air,-,-,-,Remiyan,9,FC Emmen O19,40,81,-,-,-,-,-,-,-,-,-,-,-
Pass,00:26:42:620,Successful,Basic,-,-,High,Diaz Baars,5,AFC O19,40,81,-,Dax Keller,4,54,62,-,-,-,-,-,-
Pass,00:26:48:140,Successful,Cross,-,-,Medium,Dax Keller,4,AFC O19,48,56,-,Pharell Dankwa,2,12,29,-,-,-,-,-,-
Penalty Box Entries,00:26:51:580,-,-,-,-,-,Pharell Dankwa,2,AFC O19,12,28,-,-,-,-,-,-,Right,-,-,-,-
Pass,00:26:52:050,Unsuccessful,Basic,-,-,High,Pharell Dankwa,2,AFC O19,10,26,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:26:55:960,Successful,-,-,-,-,Ilias,2,FC Emmen O19,4,69,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:26:56:000,Unsuccessful,Basic,-,-,High,Ilias,2,FC Emmen O19,4,69,-,-,-,-,-,-,-,-,-,-,-
Pass,00:27:05:050,Successful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,22,95,-,Nicolai de Kort,15,26,80,-,-,-,-,-,-
Attacking Third Entry,00:27:08:020,-,-,-,-,-,Nicolai de Kort,15,AFC O19,25,72,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:27:08:160,Successful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,25,71,-,Noach Shenkman,6,18,71,-,-,-,-,-,-
Off-side,00:27:09:290,-,-,-,-,-,Milan Engelander,10,AFC O19,12,79,-,-,-,-,-,-,-,-,-,-,-
Pass,00:27:26:340,Successful,Basic,-,-,Low,Kevin,1,FC Emmen O19,11,68,-,Raff,3,10,35,-,-,-,-,-,-
Pass,00:27:30:050,Successful,Basic,-,-,High,Raff,3,FC Emmen O19,11,29,-,Enzo,5,20,9,-,-,-,-,-,-
Pass,00:27:32:400,Unsuccessful,Basic,-,-,High,Enzo,5,FC Emmen O19,20,8,-,-,-,-,-,-,-,-,-,-,-
Pass,00:27:36:060,Unsuccessful,Basic,-,-,High,Diaz Baars,5,AFC O19,45,28,-,-,-,-,-,-,-,-,-,-,-
Pass,00:27:38:030,Successful,Basic,-,-,High,Huub,8,FC Emmen O19,36,24,-,Amine,6,45,21,-,-,-,-,-,-
Foul,00:27:40:430,-,-,-,-,-,Mohamed el Khallare,7,AFC O19,45,25,-,Amine,6,-,-,-,-,-,-,-,-
Freekick,00:27:48:110,Successful,Pass,-,-,-,Yvarion,11,FC Emmen O19,45,23,-,Enzo,5,39,15,-,-,-,-,-,-
Pass,00:27:48:150,Successful,Basic,-,-,Low,Yvarion,11,FC Emmen O19,45,23,-,Enzo,5,39,15,-,-,-,-,-,-
Pass,00:27:50:560,Successful,Basic,-,-,Medium,Enzo,5,FC Emmen O19,39,15,-,Huub,8,53,5,-,-,-,-,-,-
Defensive Action,00:27:54:840,Successful,-,-,-,-,Diaz Baars,5,AFC O19,63,10,-,-,-,-,-,Tackle,-,-,-,-,-
Defensive Action,00:27:58:320,Successful,-,-,-,-,Huub,8,FC Emmen O19,66,7,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:28:12:600,Successful,Throw-in,-,-,Low,Pharell Dankwa,2,AFC O19,60,2,-,Noach Shenkman,6,46,5,-,-,-,-,-,-
Foul,00:28:14:900,-,-,-,-,-,Enzo,5,FC Emmen O19,41,8,-,Pharell Dankwa,2,-,-,-,-,-,-,-,-
Freekick,00:28:52:340,Successful,Pass,-,-,-,Prio Hamid,3,AFC O19,38,7,-,Dax Keller,4,12,34,-,-,-,-,-,-
Pass,00:28:52:380,Successful,Cross,Key,-,Low,Prio Hamid,3,AFC O19,38,7,-,Dax Keller,4,12,34,-,-,-,-,-,-
Shots,00:28:53:840,Off Target,In Game,-,No Goal,High,Dax Keller,4,AFC O19,12,36,Header,-,-,-,-,-,-,-,Top-right,-,-
Pass,00:29:18:590,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,5,37,-,Kevin,1,5,49,-,-,-,-,-,-
Pass,00:29:23:220,Unsuccessful,Basic,-,-,High,Kevin,1,FC Emmen O19,5,54,-,-,-,-,-,-,-,-,-,-,-
Pass,00:29:26:540,Unsuccessful,Basic,-,-,Medium,Dax Keller,4,AFC O19,66,44,-,-,-,-,-,-,-,-,-,-,-
Dribbles,00:29:30:510,Successful,-,-,-,-,Yvarion,11,FC Emmen O19,55,34,-,-,-,56,36,-,-,-,-,-,-
Lost Possession,00:29:33:290,-,-,-,-,-,Yvarion,11,FC Emmen O19,55,52,-,-,-,-,-,-,-,-,-,-,-
Pass,00:29:34:780,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,54,51,-,Enzo,5,62,5,-,-,-,-,-,-
Pass,00:29:39:300,Successful,Basic,-,-,High,Enzo,5,FC Emmen O19,64,14,-,D' Angelo,12,79,30,-,-,-,-,-,-
Attacking Third Entry,00:29:40:150,-,-,-,-,-,D' Angelo,12,FC Emmen O19,79,30,-,-,-,-,-,-,Center,-,-,-,-
Pass,00:29:40:190,Unsuccessful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,80,30,-,-,-,-,-,-,-,-,-,-,-
Pass,00:29:40:990,Successful,Basic,-,-,High,Prio Hamid,3,AFC O19,82,26,-,Jahmani Braham,17,78,34,-,-,-,-,-,-
Duel,00:29:42:540,Won,Ground,-,-,-,Jahmani Braham,17,AFC O19,78,32,-,-,-,-,-,-,-,-,-,-,-
Duel,00:29:42:580,Lost,Ground,-,-,-,D' Angelo,12,FC Emmen O19,78,33,-,-,-,-,-,-,-,-,-,-,-
Pass,00:29:44:200,Successful,Basic,-,-,High,Jahmani Braham,17,AFC O19,74,39,-,Milan Engelander,10,76,86,-,-,-,-,-,-
Pass,00:29:50:750,Successful,Basic,-,-,Medium,Milan Engelander,10,AFC O19,90,92,-,Nicolai de Kort,15,79,92,-,-,-,-,-,-
Lost Possession,00:29:51:600,-,-,-,-,-,Nicolai de Kort,15,AFC O19,77,92,-,-,-,-,-,-,-,-,-,-,-
Pass,00:29:53:650,Successful,Basic,-,-,Medium,Ilias,2,FC Emmen O19,61,88,-,David,4,32,90,-,-,-,-,-,-
Pass,00:29:56:270,Successful,Basic,-,-,Low,David,4,FC Emmen O19,30,88,-,Raff,3,28,53,-,-,-,-,-,-
Pass,00:30:01:830,Successful,Basic,-,-,Medium,Raff,3,FC Emmen O19,45,52,-,D' Angelo,12,55,42,-,-,-,-,-,-
Pass,00:30:02:980,Unsuccessful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,55,41,-,-,-,-,-,-,-,-,-,-,-
Pass,00:30:06:170,Unsuccessful,Basic,-,-,High,Dax Keller,4,AFC O19,72,35,-,-,-,-,-,-,-,-,-,-,-
Pass,00:30:11:450,Successful,Basic,-,-,High,Enzo,5,FC Emmen O19,28,16,-,Kevin,1,11,41,-,-,-,-,-,-
Pass,00:30:14:970,Successful,Basic,-,-,Low,Kevin,1,FC Emmen O19,12,44,-,David,4,14,69,-,-,-,-,-,-
Pass,00:30:17:730,Successful,Basic,-,-,Medium,David,4,FC Emmen O19,15,68,-,Ilias,2,24,94,-,-,-,-,-,-
Pass,00:30:20:120,Successful,Basic,-,-,High,Ilias,2,FC Emmen O19,24,94,-,Emmanuel,15,25,78,-,-,-,-,-,-
Pass,00:30:21:640,Unsuccessful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,24,84,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:30:22:720,Successful,-,-,-,-,Diaz Baars,5,AFC O19,32,89,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:30:22:760,Successful,Basic,-,-,High,Diaz Baars,5,AFC O19,32,89,-,Rody Schouren,19,28,93,-,-,-,-,-,-
Pass,00:30:24:920,Successful,Basic,-,-,High,Rody Schouren,19,AFC O19,29,95,-,Diaz Baars,5,38,93,-,-,-,-,-,-
Defensive Action,00:30:26:200,Successful,-,-,-,-,D' Angelo,12,FC Emmen O19,35,88,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:30:27:730,Successful,Basic,-,-,High,Ilias,2,FC Emmen O19,31,93,-,Emmanuel,15,28,83,-,-,-,-,-,-
Pass,00:30:28:140,Unsuccessful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,28,83,-,-,-,-,-,-,-,-,-,-,-
Pass,00:30:29:490,Successful,Basic,-,-,High,Noach Shenkman,6,AFC O19,39,72,-,Jahmani Braham,17,26,71,-,-,-,-,-,-
Attacking Third Entry,00:30:31:200,-,-,-,-,-,Jahmani Braham,17,AFC O19,26,72,-,-,-,-,-,-,Left,-,-,-,-
Defensive Action,00:30:32:290,Unsuccessful,-,-,-,-,David,4,FC Emmen O19,24,66,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:30:32:850,Unsuccessful,Basic,-,-,High,Jahmani Braham,17,AFC O19,24,65,-,-,-,-,-,-,-,-,-,-,-
Pass,00:30:34:650,Unsuccessful,Basic,-,-,High,Huub,8,FC Emmen O19,19,71,-,-,-,-,-,-,-,-,-,-,-
Pass,00:30:50:470,Successful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,24,96,-,Milan Engelander,10,18,85,-,-,-,-,-,-
Attacking Third Entry,00:30:52:210,-,-,-,-,-,Milan Engelander,10,AFC O19,18,85,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:30:52:250,Unsuccessful,Basic,-,-,High,Milan Engelander,10,AFC O19,18,86,-,-,-,-,-,-,-,-,-,-,-
Pass,00:30:57:930,Unsuccessful,Basic,-,-,High,Amine,6,FC Emmen O19,23,92,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:30:58:550,Successful,-,-,-,-,Rody Schouren,19,AFC O19,31,94,-,-,-,-,-,Interception,-,-,-,-,-
Lost Possession,00:30:59:510,-,-,-,-,-,Rody Schouren,19,AFC O19,31,95,-,-,-,-,-,-,-,-,-,-,-
Pass,00:31:25:840,Unsuccessful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,38,95,-,-,-,-,-,-,-,-,-,-,-
Pass,00:31:27:640,Successful,Basic,-,-,High,David,4,FC Emmen O19,27,76,-,Emmanuel,15,30,66,-,-,-,-,-,-
Pass,00:31:30:780,Unsuccessful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,32,62,-,-,-,-,-,-,-,-,-,-,-
Pass,00:31:32:290,Successful,Basic,-,-,High,Prio Hamid,3,AFC O19,48,56,-,Nicolai de Kort,15,41,63,-,-,-,-,-,-
Pass,00:31:35:800,Successful,Basic,-,-,Medium,Nicolai de Kort,15,AFC O19,36,66,-,Rody Schouren,19,24,93,-,-,-,-,-,-
Attacking Third Entry,00:31:37:500,-,-,-,-,-,Rody Schouren,19,AFC O19,24,93,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:31:38:960,Successful,Cross,-,-,Medium,Rody Schouren,19,AFC O19,20,90,-,Pharell Dankwa,2,12,28,-,-,-,-,-,-
Penalty Box Entries,00:31:41:180,-,-,-,-,-,Pharell Dankwa,2,AFC O19,12,28,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:31:41:360,Successful,Basic,Key,-,Medium,Pharell Dankwa,2,AFC O19,11,28,-,Nicolai de Kort,15,19,27,-,-,-,-,-,-
Shots,00:31:43:380,Blocked,In Game,-,No Goal,Medium,Nicolai de Kort,15,AFC O19,19,27,Right Foot,-,-,-,-,-,-,-,Bottom-right,-,-
Defensive Action,00:31:43:860,Successful,-,-,-,-,Raff,3,FC Emmen O19,8,37,-,-,-,-,-,Blocks,-,-,-,-,-
Pass,00:31:44:010,Unsuccessful,Basic,-,-,Medium,Raff,3,FC Emmen O19,7,37,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:31:46:580,Successful,-,-,-,-,Prio Hamid,3,AFC O19,38,45,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:31:48:620,Successful,Basic,-,-,High,Prio Hamid,3,AFC O19,29,67,-,Rody Schouren,19,24,89,-,-,-,-,-,-
Pass,00:31:50:680,Successful,Basic,-,-,High,Rody Schouren,19,AFC O19,25,90,-,Prio Hamid,3,27,76,-,-,-,-,-,-
Dribbles,00:31:52:850,Successful,-,-,-,-,Prio Hamid,3,AFC O19,29,75,-,-,-,30,72,-,-,-,-,-,-
Pass,00:31:55:130,Successful,Basic,-,-,High,Prio Hamid,3,AFC O19,23,69,-,Jahmani Braham,17,12,89,-,-,-,-,-,-
Pass,00:31:58:180,Unsuccessful,Basic,-,-,High,Jahmani Braham,17,AFC O19,10,87,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:31:58:700,Successful,-,-,-,-,David,4,FC Emmen O19,11,78,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:32:00:350,Successful,Basic,-,-,High,David,4,FC Emmen O19,14,89,-,Yvarion,11,26,88,-,-,-,-,-,-
Pass,00:32:06:210,Unsuccessful,Basic,-,-,High,Yvarion,11,FC Emmen O19,38,69,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:32:07:820,Successful,-,-,-,-,Pharell Dankwa,2,AFC O19,54,39,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:32:07:860,Successful,Basic,Key,-,High,Pharell Dankwa,2,AFC O19,54,39,-,Milan Engelander,10,42,37,-,-,-,-,-,-
Defensive Action,00:32:10:410,Unsuccessful,-,-,-,-,Amine,6,FC Emmen O19,45,43,-,-,-,-,-,Interception,-,-,-,-,-
Shots,00:32:12:390,Off Target,In Game,-,No Goal,High,Milan Engelander,10,AFC O19,40,39,Right Foot,-,-,-,-,-,-,-,Bottom-left,-,-
Pass,00:32:55:790,Successful,Basic,-,-,High,Kevin,1,FC Emmen O19,14,58,-,Emmanuel,15,22,70,-,-,-,-,-,-
Pass,00:32:58:490,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,23,76,-,Ilias,2,35,94,-,-,-,-,-,-
Defensive Action,00:33:00:490,Successful,-,-,-,-,Rody Schouren,19,AFC O19,33,96,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:33:10:010,Successful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,30,96,-,Jahmani Braham,17,24,75,-,-,-,-,-,-
Attacking Third Entry,00:33:11:220,-,-,-,-,-,Jahmani Braham,17,AFC O19,25,81,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:33:11:260,Unsuccessful,Basic,-,-,High,Jahmani Braham,17,AFC O19,26,80,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:33:11:380,Successful,-,-,-,-,Dax Keller,4,AFC O19,25,79,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:33:13:880,Successful,Basic,-,-,High,Mohamed el Khallare,7,AFC O19,24,69,-,Jahmani Braham,17,27,62,-,-,-,-,-,-
Pass,00:33:14:650,Unsuccessful,Basic,-,-,High,Jahmani Braham,17,AFC O19,27,62,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:33:14:770,Successful,-,-,-,-,Huub,8,FC Emmen O19,26,60,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:33:16:210,Successful,Basic,-,-,High,Noach Shenkman,6,AFC O19,28,62,-,Nicolai de Kort,15,24,66,-,-,-,-,-,-
Pass,00:33:17:230,Successful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,24,66,-,Rody Schouren,19,23,94,-,-,-,-,-,-
Defensive Action,00:33:21:230,Successful,-,-,-,-,Ilias,2,FC Emmen O19,18,90,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:33:22:900,Successful,Basic,-,-,High,Amine,6,FC Emmen O19,17,72,-,D' Angelo,12,18,95,-,-,-,-,-,-
Dribbles,00:33:25:950,Successful,-,-,-,-,D' Angelo,12,FC Emmen O19,18,94,-,-,-,19,95,-,-,-,-,-,-
Pass,00:33:27:710,Successful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,19,88,-,Raff,3,11,53,-,-,-,-,-,-
Pass,00:33:31:490,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,11,51,-,Enzo,5,14,31,-,-,-,-,-,-
Pass,00:33:36:380,Unsuccessful,Basic,-,-,High,Enzo,5,FC Emmen O19,23,4,-,-,-,-,-,-,-,-,-,-,-
Pass,00:33:52:110,Unsuccessful,Throw-in,-,-,Low,Noach Shenkman,6,AFC O19,33,3,-,-,-,-,-,-,-,-,-,-,-
Foul,00:33:53:210,-,-,-,-,-,Raff,3,FC Emmen O19,16,14,-,Jahmani Braham,17,-,-,-,-,-,-,-,-
Freekick,00:34:34:530,Successful,Pass,-,-,-,Mohamed el Khallare,7,AFC O19,16,13,-,Prio Hamid,3,5,55,-,-,-,-,-,-
Pass,00:34:34:570,Successful,Cross,Key,-,Low,Mohamed el Khallare,7,AFC O19,16,12,-,Prio Hamid,3,5,55,-,-,-,-,-,-
Shots,00:34:36:090,On Target,In Game,-,No Goal,High,Prio Hamid,3,AFC O19,4,55,Header,-,-,-,-,-,-,-,Bottom-right,-,-
Gk Saves,00:34:37:550,-,Low Saves,-,-,-,Kevin,1,FC Emmen O19,3,46,-,-,-,-,-,-,-,-,-,-,-
Corners,00:35:04:010,Unsuccessful,Cross,-,-,-,Mohamed el Khallare,7,AFC O19,2,4,-,-,-,-,-,-,Right Corner,-,-,-,-
Defensive Action,00:35:05:960,Successful,-,-,-,-,Ilias,2,FC Emmen O19,5,55,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:35:08:230,Unsuccessful,Basic,-,-,High,David,4,FC Emmen O19,11,58,-,-,-,-,-,-,-,-,-,-,-
Pass,00:35:11:900,Unsuccessful,Basic,-,-,Medium,Prio Hamid,3,AFC O19,45,14,-,-,-,-,-,-,-,-,-,-,-
Pass,00:35:20:170,Successful,Throw-in,-,-,Low,Yvarion,11,FC Emmen O19,28,2,-,Enzo,5,18,11,-,-,-,-,-,-
Pass,00:35:27:980,Successful,Basic,-,-,Medium,Enzo,5,FC Emmen O19,24,19,-,David,4,14,60,-,-,-,-,-,-
Pass,00:35:34:350,Unsuccessful,Basic,-,-,High,David,4,FC Emmen O19,26,62,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:35:36:610,Successful,-,-,-,-,Diaz Baars,5,AFC O19,55,68,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:35:38:720,Successful,Basic,Key,-,High,Diaz Baars,5,AFC O19,43,67,-,Mohamed el Khallare,7,17,29,-,-,-,-,-,-
Attacking Third Entry,00:35:41:170,-,-,-,-,-,Mohamed el Khallare,7,AFC O19,17,28,-,-,-,-,-,-,Center,-,-,-,-
Penalty Box Entries,00:35:41:730,-,-,-,-,-,Mohamed el Khallare,7,AFC O19,15,29,-,-,-,-,-,-,Right,-,-,-,-
Shots,00:35:44:110,Off Target,In Game,-,No Goal,High,Mohamed el Khallare,7,AFC O19,13,36,Left Foot,-,-,-,-,-,-,-,Bottom-right,-,-
Pass,00:36:06:570,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,5,39,-,Kevin,1,4,44,-,-,-,-,-,-
Pass,00:36:09:790,Unsuccessful,Basic,-,-,Medium,Kevin,1,FC Emmen O19,5,49,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:36:13:390,Successful,-,-,-,-,Pharell Dankwa,2,AFC O19,66,34,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:36:13:560,Successful,Basic,-,-,High,Pharell Dankwa,2,AFC O19,66,34,-,Prio Hamid,3,58,33,-,-,-,-,-,-
Pass,00:36:16:240,Successful,Basic,-,-,High,Prio Hamid,3,AFC O19,58,32,-,Mohamed el Khallare,7,40,14,-,-,-,-,-,-
Pass,00:36:19:660,Unsuccessful,Basic,-,-,High,Mohamed el Khallare,7,AFC O19,39,11,-,-,-,-,-,-,-,-,-,-,-
Gk Distribution,00:36:25:900,Successful,-,-,-,-,Kevin,1,FC Emmen O19,14,45,-,David,4,11,57,-,-,Throw,-,-,-
Pass,00:36:29:190,Successful,Basic,-,-,High,David,4,FC Emmen O19,12,57,-,D' Angelo,12,30,61,-,-,-,-,-,-
Pass,00:36:30:650,Unsuccessful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,30,60,-,-,-,-,-,-,-,-,-,-,-
Pass,00:36:42:510,Unsuccessful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,25,95,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:36:43:910,Successful,-,-,-,-,David,4,FC Emmen O19,12,88,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:36:44:060,Successful,Basic,-,-,Medium,David,4,FC Emmen O19,12,88,-,Ilias,2,15,94,-,-,-,-,-,-
Pass,00:36:44:960,Successful,Basic,-,-,High,Ilias,2,FC Emmen O19,11,93,-,Emmanuel,15,15,87,-,-,-,-,-,-
Pass,00:36:46:430,Unsuccessful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,14,87,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:36:46:880,Successful,-,-,-,-,Milan Engelander,10,AFC O19,22,85,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:36:49:520,Successful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,22,85,-,Ilias,2,22,94,-,-,-,-,-,-
Pass,00:36:51:230,Successful,Basic,-,-,High,Ilias,2,FC Emmen O19,31,93,-,Huub,8,77,72,-,-,-,-,-,-
